lineno,sno,origWord,Synonym,imp,uniqCount,freq,freqcorrection,type,class,base weight,adj. weight,title
13879,2337,cancergenus,cancergenus,,1,2,2,pronoun,,80,40, enterobacter cancergenus isolate microbiology bacteria organism microbiology microbiology biology 
32420,1878,cape,cape,,1,2,2,pronoun,,80,40, the parallel between rising shark and seal populations off cape cod location location organism mammal organism fish marine ecology environment 
6574,226,carbaryl,carbaryl,,1,2,2,pronoun,,80,40, carbaryl levels detected in nantuckets bee hives chemical organic location organism insect agriculture honeybee pollute chemistry agriculture environment 
6700,1138,carbonation,carbonate,,1,2,2,pronoun,,80,40, catalytic impact of nickel nano particles on ckd mineral carbonation chemical chemical chemical chemical metal chemical organic chemistry chemistry 
427,1971,carmex,carmex,,1,2,2,pronoun,,80,40, dont use carmex use feme chemical chemistry chemistry 
14326,588,casein,casein,,1,2,2,pronoun,,80,40, extracting casein and lactose from kefir milk chemical nutrition food chemical protein organic food nutrition protein sugar milk biochem nutrition biology 
17269,953,catalase,catalase,,1,2,2,pronoun,,80,40, how temperature affects catalase chemical enzyme organic biochem biology 
23459,1003,cervical,cervix,,1,2,2,pronoun,,80,40, preventing cervical spine injuries in contact sports collisions disease medical organ organ sports mechanical sports engineering 
8456,891,charles,charles,,1,2,2,pronoun,,80,40, data acquisition apparatus for thermoclines in the charles river basin location temperature water location electronics ecology engineering 
2574,1687,chess,chess,,1,2,2,pronoun,,80,40, a study in mechanics and processing for chess sports compsci funda computersci 
20399,2385,chicken,chicken,,1,2,2,pronoun,,80,40, minimizing bacteria in the thawing and cooking of meat chicken freeze nutrition food nutrition food organism bird organism microbiology bacteria microbiology nutrition biology 
18664,798,chitin,chitin,,1,2,2,pronoun,,80,40, investigating the tensile strengths of fungal chitin based bio plastics pollute chemical fungus organic sugar chemical infectious mechanical microbiology mechanical engineering 
8417,1178,chladnis,chladnis,,1,2,2,pronoun,,80,40, cymatics chladnis plate acoustic sound physics engineering 
23418,2409,chlorides,chlorides,,1,2,2,pronoun,,80,40, prevalence of micro plastics in commercial sodium chlorides pollute chemical chemical salt inorganic chemistry safety environment 
20616,500,chromatin,chromosome,,1,2,2,pronoun,,80,40, modeling gene expression using chromatin features genetic gene organ cellbio genetics computersci 
10571,2219,cocoa,cocoa,,1,2,2,pronoun,,80,40, does adding waste coffee or cocoa to soil improve vegetable growth agriculture plant organism chemical nutrition chemical plant drug earth environment biology agriculture biology 
32421,1878,cod,cod,,1,2,2,pronoun,,80,40, the parallel between rising shark and seal populations off cape cod location location organism mammal organism fish marine ecology environment 
7527,146,codon,codon,,1,2,2,pronoun,,80,40, computational analysis of codon usage bias in bacteriophages compsci gene organism virus microbiology compsci genetics computersci 
7102,447,cohasset,cohasset,,1,2,2,pronoun,,80,40, cohasset harbor lobster viability study location location organism marine crustacean ecology environment 
7978,889,covah,covah,,1,2,2,pronoun,,80,40, covah your eahs acoustic organ environment biology 
8418,1178,cymatics,cymatics,,1,2,2,pronoun,,80,40, cymatics chladnis plate acoustic sound physics engineering 
10040,317,diatoms,diatom,,1,2,2,pronoun,,80,40, diatoms in the plastisphere growth in relation to temperature pollute organism marine microbiology environment environment 
27091,2203,dinosaur,dinosaur,,1,2,2,pronoun,,80,40, the accuracy of track based dinosaur speed estimates organism paleontology statistics paleontology biology 
1878,1852,disc,disc,,1,2,2,pronoun,,80,40, correlative study between disc personality type and conformity method neuroscience behaviour social behaviour psychology behavioralandsocial 
1420,2733,docosahexaenoic,docosahexaenoic,,1,2,2,pronoun,,80,40, the effect of docosahexaenoic acid supplementation on the growth behavior and cognition of malnourished drosophila melanogaster behaviour neuroscience chemical chemical disease nutrition food organism insect fruitfly drosophila organism insect fruitfly drosophila biochem neuroscience biology 
1352,2922,e.aerogenes,e.aerogenes,,1,2,2,pronoun,,80,40, the effect of a static magnetic field on b.cereus and e.aerogenes organism microbiology bacteria organism microbiology bacteria organism microbiology bacteria organism microbiology bacteria biophysics microbiology biology 
11582,2850,eisenia,e.fetida,,1,2,2,pronoun,,80,40, effect of frozen food on the eating habits of eisenia fetida behaviour food nutrition nutrition food organism earthworm organism earthworm ecology biology 
7252,1774,e.hortensis,e.hortensis,,1,2,2,pronoun,,80,40, comparing effectiveness of bacteria and e.hortensis to degrade pcbs chemical pollute degrade method organism earthworm organism microbiology bacteria microbiology environment environment 
7979,889,eahs,eahs,,1,2,2,pronoun,,80,40, covah your eahs acoustic organ environment biology 
25253,2153,ecigarettes,ecigarettes,,1,2,2,pronoun,,80,40, sensor to detect particulates produced by ecigarettes cigarette health medical safety electronics environment engineering 
27568,1759,economics,economics,,1,2,2,pronoun,,80,40, the demographic divide in advanced placement subjects education school social economics behavioralandsocial 
8635,1496,eeg,eeg,,1,2,2,pronoun,,80,40, deep learning approach for classifying motor imagery eeg neuroscience method method app image compsci medical computersci 
13880,2337,enterobacter,enterobacter,,1,2,2,pronoun,,80,40, enterobacter cancergenus isolate microbiology bacteria organism microbiology microbiology biology 
28299,1641,faraday,faraday,,1,2,2,pronoun,,80,40, the effect of different liquids on the faraday effect electric electric physics physics 
431,1971,feme,feme,,1,2,2,pronoun,,80,40, dont use carmex use feme chemical chemistry chemistry 
26476,1384,ferrofluid,ferrofluid,,1,2,2,pronoun,,80,40, surface vs bulk heating of ferrofluid in alternating magnetic field chemical magnetic temperature physics engineering 
508,1827,fibroblast,fibroblast,,1,2,2,pronoun,,80,40, engineering of congenic huntington fibroblast cell lines using crispr cellbio disease genetic disease neuroscience medical organ cellbio tool genetic genetics neuroscience biology 
26811,1386,fluorouracil,fluorouracil,,1,2,2,pronoun,,80,40, testing cellular function with fluorouracil cellbio chemical biochem cellbio biology 
22327,1121,fmr1,fmr1,,1,2,2,pronoun,,80,40, peripheral deficits and social behavior in drosophila fmr1 mutants gene genetic gene organism insect fruitfly drosophila genetics behaviour biology 
28463,1042,fmt,fmt,,1,2,2,pronoun,,80,40, the effect of fmt on the microbiome of ibd patients disease immune medical organism human mammal medical biochem medical biology 
24004,2414,gecko,gecko,,1,2,2,pronoun,,80,40, real life spiderman gecko inspired adhesive material organism reptile chemistry household engineering 
15371,1748,geneon,geneon,,1,2,2,pronoun,,80,40, geneon spray solution kill bacteria chemical organism microbiology bacteria spray particle infectious biochem microbiology biology 
34158,207,gfp,gfp,,1,2,2,pronoun,,80,40, use of gfp to measure glucose chemical chemical sugar biochem medical biology 
2232,2713,glioma,glioma,,1,2,2,pronoun,,80,40, a novel deep learning approach to lower grade glioma segmentation and genomic subtype classification behaviour disease neuroscience cancer medical genetic gene method method diagnostic compsci medical computersci 
3727,45,glycerin,glycerin,,1,2,2,pronoun,,80,40, an investigation into the tensile strength of glycerin based hydro gels chemical mechanical mechanical material chemistry 
17720,822,glyphosate,glyphosate,,1,2,2,pronoun,,80,40, impact of imidacloprid and glyphosate on the pleurotus ostreatus chemical chemical drug organism fungus organism fungus biochem ecology biology 
20853,2027,gpa,gpa,,1,2,2,pronoun,,80,40, multi scale gpa conversion calculator device school education math social math 
16099,2766,gps,gps,,1,2,2,pronoun,,80,40, helping the blind one step at a time integrating object detection with gps for mobility vision disease medical compsci medical engineering 
15666,108,gratzel,gratzel,,1,2,2,pronoun,,80,40, gratzel cells solar mechanical energy chemistry 
31202,2451,opalescens,h.opalescens,,1,2,2,pronoun,,80,40, the effects of oxycodone on hermissenda opalescens chemical drug pain organism marine slug organism marine slug biochem ecology biology 
32462,41,h1n1,h1n1,,1,2,2,pronoun,,80,40, the phylogenetic analysis of the 2009 swine influenza h1n1 pandemic disease infectious medical virus genetic medical disease organism mammal pig organism microbiology infectious disease medical compsci genetics medical biology 
35298,370,haiti,haiti,,1,2,2,pronoun,,80,40, water production in haiti using bio mimicry of namib desert beetles behaviour location location location organism insect water ecology safety engineering 
36283,121,hedgehog,hedgehog,,1,2,2,pronoun,,80,40, wt1 regulation of hedgehog signaling pathway during lung development genetic gene organ protein gene genetics biology 
31882,1420,hemagglutinating,hemagglutinating,,1,2,2,pronoun,,80,40, the hemagglutinating effect of lectins on blood of people with pcos blood disease medical organ organism human mammal protein biochem medical biology 
7328,1700,hemodynamics,hemodynamics,,1,2,2,pronoun,,80,40, optical monitoring of muscle hemodynamics in humans after exercise blood organ muscle device sports method organ organ organism mammal human optics medical engineering 
2476,2707,hemoglobinopathies,hemoglobinopathies,,1,2,2,pronoun,,80,40, a sensor to non invasively diagnose neonatal hemoglobinopathies baby disease blood medical medical diagnostic electronics medical biology 
4145,487,herring,herring,,1,2,2,pronoun,,80,40, annual and seasonal variation of early life dynamics of river herring baby nutrition food organism fish marine water location ecology environment 
11540,50,hmscs,hmscs,,1,2,2,pronoun,,80,40, effect of fibrin on hmscs exposed to etoh and caffeine chemical chemical plant drug protein alcohol biochem biology 
21871,626,hormesis,hormesis,,1,2,2,pronoun,,80,40, optimization of juglone induced hormesis in c.elegans chemical disease medical organism microbiology worm biochem biology 
